Source workbook: recovery_lock_cascade_next_step_ru_documentation.xlsx
Sheets: 17

================================================================================
SHEET: README
================================================================================
Metric	Value
Исходный файл	recovery_lock_cascade_next_step_ru.xlsx
Дата генерации	2026-05-12T11:08:07.057282
Количество листов	13
Количество ячеек с формулами	4338
Количество ручных вводимых ячеек	93
Количество автоматически генерируемых ячеек	4338
Назначение workbook	Расчёт следующего шага recovery lock cascade по сценариям UP/DOWN
Предупреждение	Документация создана автоматически из фактической структуры workbook.
Total formula cells detected	4338
Total formula cells documented	4338
Formula documentation completeness	100%

================================================================================
SHEET: Workbook_Sheets
================================================================================
SheetName	SheetIndex	Purpose	IsInputSheet	IsCalculationSheet	IsOutputSheet	DependsOnSheets	FeedsToSheets	ImportantCells	Notes
Settings	1	Параметры системы и риска	YES	NO	NO
CurrentPositions	2	Текущие позиции	YES	NO	NO
Scenario_UP	3	Сценарий роста	NO	YES	NO
Scenario_DOWN	4	Сценарий снижения	NO	YES	NO
SectionCalculator_UP	5	Секции UP	NO	YES	NO
SectionCalculator_DOWN	6	Секции DOWN	NO	YES	NO
TailRecovery_UP	7	Восстановление хвоста UP	NO	YES	NO
TailRecovery_DOWN	8	Восстановление хвоста DOWN	NO	YES	NO
BasketSummary	9	Итоговые решения	NO	NO	YES
Validation	10	Правила валидации	NO	NO	NO
Log	11	Журнал	NO	NO	YES
ScenarioText_UP	12	Текст рекомендаций UP	NO	YES	YES
ScenarioText_DOWN	13	Текст рекомендаций DOWN	NO	YES	YES

================================================================================
SHEET: Input_Output_Map
================================================================================
SheetName	Cell	FieldName	FieldType	InputOrGenerated	ValueExample	FormulaIfAny	Description	UserCanEdit	UsedBy	RiskIfWrong
Scenario_UP	F52		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F52 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G52		=IF(B52="BUY",(F52-E52)/Settings!$B$3,(E52-F52)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G52 и передаёт его в связанные расчёты.	B52, F52, E52, $B$3, E52, F52, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H52		=G52*D52*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H52 и передаёт его в связанные расчёты.	G52, D52, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I52		=CurrentPositions!I47	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I52 и передаёт его в связанные расчёты.	I47	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J52		=CurrentPositions!J47	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J52 и передаёт его в связанные расчёты.	J47	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A53		=CurrentPositions!A48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A53 и передаёт его в связанные расчёты.	A48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B53		=CurrentPositions!B48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B53 и передаёт его в связанные расчёты.	B48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C53		=CurrentPositions!C48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C53 и передаёт его в связанные расчёты.	C48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D53		=CurrentPositions!D48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D53 и передаёт его в связанные расчёты.	D48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E53		=CurrentPositions!E48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E53 и передаёт его в связанные расчёты.	E48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F53		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F53 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G53		=IF(B53="BUY",(F53-E53)/Settings!$B$3,(E53-F53)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G53 и передаёт его в связанные расчёты.	B53, F53, E53, $B$3, E53, F53, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H53		=G53*D53*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H53 и передаёт его в связанные расчёты.	G53, D53, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I53		=CurrentPositions!I48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I53 и передаёт его в связанные расчёты.	I48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J53		=CurrentPositions!J48	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J53 и передаёт его в связанные расчёты.	J48	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A54		=CurrentPositions!A49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A54 и передаёт его в связанные расчёты.	A49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B54		=CurrentPositions!B49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B54 и передаёт его в связанные расчёты.	B49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C54		=CurrentPositions!C49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C54 и передаёт его в связанные расчёты.	C49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D54		=CurrentPositions!D49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D54 и передаёт его в связанные расчёты.	D49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E54		=CurrentPositions!E49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E54 и передаёт его в связанные расчёты.	E49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F54		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F54 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G54		=IF(B54="BUY",(F54-E54)/Settings!$B$3,(E54-F54)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G54 и передаёт его в связанные расчёты.	B54, F54, E54, $B$3, E54, F54, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H54		=G54*D54*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H54 и передаёт его в связанные расчёты.	G54, D54, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I54		=CurrentPositions!I49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I54 и передаёт его в связанные расчёты.	I49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J54		=CurrentPositions!J49	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J54 и передаёт его в связанные расчёты.	J49	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A55		=CurrentPositions!A50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A55 и передаёт его в связанные расчёты.	A50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B55		=CurrentPositions!B50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B55 и передаёт его в связанные расчёты.	B50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C55		=CurrentPositions!C50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C55 и передаёт его в связанные расчёты.	C50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D55		=CurrentPositions!D50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D55 и передаёт его в связанные расчёты.	D50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E55		=CurrentPositions!E50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E55 и передаёт его в связанные расчёты.	E50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F55		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F55 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G55		=IF(B55="BUY",(F55-E55)/Settings!$B$3,(E55-F55)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G55 и передаёт его в связанные расчёты.	B55, F55, E55, $B$3, E55, F55, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H55		=G55*D55*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H55 и передаёт его в связанные расчёты.	G55, D55, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I55		=CurrentPositions!I50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I55 и передаёт его в связанные расчёты.	I50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J55		=CurrentPositions!J50	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J55 и передаёт его в связанные расчёты.	J50	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A56		=CurrentPositions!A51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A56 и передаёт его в связанные расчёты.	A51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B56		=CurrentPositions!B51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B56 и передаёт его в связанные расчёты.	B51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C56		=CurrentPositions!C51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C56 и передаёт его в связанные расчёты.	C51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D56		=CurrentPositions!D51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D56 и передаёт его в связанные расчёты.	D51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E56		=CurrentPositions!E51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E56 и передаёт его в связанные расчёты.	E51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F56		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F56 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G56		=IF(B56="BUY",(F56-E56)/Settings!$B$3,(E56-F56)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G56 и передаёт его в связанные расчёты.	B56, F56, E56, $B$3, E56, F56, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H56		=G56*D56*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H56 и передаёт его в связанные расчёты.	G56, D56, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I56		=CurrentPositions!I51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I56 и передаёт его в связанные расчёты.	I51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J56		=CurrentPositions!J51	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J56 и передаёт его в связанные расчёты.	J51	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A57		=CurrentPositions!A52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A57 и передаёт его в связанные расчёты.	A52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B57		=CurrentPositions!B52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B57 и передаёт его в связанные расчёты.	B52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C57		=CurrentPositions!C52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C57 и передаёт его в связанные расчёты.	C52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D57		=CurrentPositions!D52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D57 и передаёт его в связанные расчёты.	D52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E57		=CurrentPositions!E52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E57 и передаёт его в связанные расчёты.	E52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F57		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F57 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G57		=IF(B57="BUY",(F57-E57)/Settings!$B$3,(E57-F57)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G57 и передаёт его в связанные расчёты.	B57, F57, E57, $B$3, E57, F57, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H57		=G57*D57*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H57 и передаёт его в связанные расчёты.	G57, D57, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I57		=CurrentPositions!I52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I57 и передаёт его в связанные расчёты.	I52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J57		=CurrentPositions!J52	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J57 и передаёт его в связанные расчёты.	J52	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A58		=CurrentPositions!A53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A58 и передаёт его в связанные расчёты.	A53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B58		=CurrentPositions!B53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B58 и передаёт его в связанные расчёты.	B53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C58		=CurrentPositions!C53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C58 и передаёт его в связанные расчёты.	C53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D58		=CurrentPositions!D53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D58 и передаёт его в связанные расчёты.	D53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E58		=CurrentPositions!E53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E58 и передаёт его в связанные расчёты.	E53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F58		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F58 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G58		=IF(B58="BUY",(F58-E58)/Settings!$B$3,(E58-F58)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G58 и передаёт его в связанные расчёты.	B58, F58, E58, $B$3, E58, F58, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H58		=G58*D58*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H58 и передаёт его в связанные расчёты.	G58, D58, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I58		=CurrentPositions!I53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I58 и передаёт его в связанные расчёты.	I53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J58		=CurrentPositions!J53	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J58 и передаёт его в связанные расчёты.	J53	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A59		=CurrentPositions!A54	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A59 и передаёт его в связанные расчёты.	A54	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B59		=CurrentPositions!B54	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B59 и передаёт его в связанные расчёты.	B54	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C59		=CurrentPositions!C54	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C59 и передаёт его в связанные расчёты.	C54	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D59		=CurrentPositions!D54	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D59 и передаёт его в связанные расчёты.	D54	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E59		=CurrentPositions!E54	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E59 и передаёт его в связанные расчёты.	E54	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F59		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F59 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G59		=IF(B59="BUY",(F59-E59)/Settings!$B$3,(E59-F59)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G59 и передаёт его в связанные расчёты.	B59, F59, E59, $B$3, E59, F59, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H59		=G59*D59*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H59 и передаёт его в связанные расчёты.	G59, D59, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I59		=CurrentPositions!I54	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I59 и передаёт его в связанные расчёты.	I54	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J59		=CurrentPositions!J54	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J59 и передаёт его в связанные расчёты.	J54	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A60		=CurrentPositions!A55	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A60 и передаёт его в связанные расчёты.	A55	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B60		=CurrentPositions!B55	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B60 и передаёт его в связанные расчёты.	B55	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C60		=CurrentPositions!C55	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C60 и передаёт его в связанные расчёты.	C55	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	D60		=CurrentPositions!D55	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки D60 и передаёт его в связанные расчёты.	D55	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	E60		=CurrentPositions!E55	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки E60 и передаёт его в связанные расчёты.	E55	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	F60		=$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки F60 и передаёт его в связанные расчёты.	$B$4		Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	G60		=IF(B60="BUY",(F60-E60)/Settings!$B$3,(E60-F60)/Settings!$B$3)	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки G60 и передаёт его в связанные расчёты.	B60, F60, E60, $B$3, E60, F60, $B$3	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	H60		=G60*D60*Settings!$B$4	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки H60 и передаёт его в связанные расчёты.	G60, D60, $B$4	Settings	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	I60		=CurrentPositions!I55	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки I60 и передаёт его в связанные расчёты.	I55	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	J60		=CurrentPositions!J55	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки J60 и передаёт его в связанные расчёты.	J55	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	A61		=CurrentPositions!A56	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки A61 и передаёт его в связанные расчёты.	A56	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	B61		=CurrentPositions!B56	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки B61 и передаёт его в связанные расчёты.	B56	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
Scenario_UP	C61		=CurrentPositions!C56	OTHER	Формула на листе Scenario_UP вычисляет значение ячейки C61 и передаёт его в связанные расчёты.	C56	CurrentPositions	Settings/CurrentPositions if referenced	Downstream formulas	Расчёт рабочего поля	Контроль риска/консистентности	Пустые/некорректные ссылки
